,Nome,Data,Pagamento,Cotação,Yield,Rendimento
107,ABCP11,2017-11-30,2017-12-07,0.0,0.0,0.4
108,ABCP11,2017-10-31,2017-11-08,0.0,0.0,0.4
109,ABCP11,2017-09-29,2017-10-06,0.0,0.0,0.4
110,ABCP11,2017-08-31,2017-09-08,0.0,0.0,0.4
111,ABCP11,2017-07-31,2017-08-07,0.0,0.0,0.39
112,ABCP11,2017-06-30,2017-07-07,0.0,0.0,0.38
113,ABCP11,2017-05-31,2017-06-07,0.0,0.0,0.38
114,ABCP11,2017-04-28,2017-05-08,0.0,0.0,0.38
115,ABCP11,2017-03-31,2017-04-07,0.0,0.0,0.38
116,ABCP11,2017-02-24,2017-03-07,0.0,0.0,0.4
117,ABCP11,2017-01-31,2017-02-07,0.0,0.0,0.6
118,ABCP11,2016-12-29,2017-01-06,0.0,0.0,0.38
119,ABCP11,2016-11-30,2016-12-07,0.0,0.0,0.38
120,ABCP11,2016-10-31,2016-11-08,0.0,0.0,0.35
121,ABCP11,2016-09-30,2016-10-07,0.0,0.0,0.38
122,ABCP11,2016-08-31,2016-09-08,0.0,0.0,0.35
123,ABCP11,2016-07-29,2016-08-05,0.0,0.0,0.33
124,ABCP11,2016-06-30,2016-07-07,0.0,0.0,0.35
125,AFHI11,2024-10-14,2024-10-21,94.75,0.98,0.93
126,AFHI11,2024-09-13,2024-09-20,95.71,0.97,0.93
127,AFHI11,2024-08-14,2024-08-21,94.39,1.01,0.95
128,AFHI11,2024-07-12,2024-07-19,94.02,1.01,0.95
129,AFHI11,2024-06-14,2024-06-21,92.38,1.04,0.96
130,AFHI11,2024-05-15,2024-05-22,93.53,1.02,0.95
131,AFHI11,2024-04-12,2024-04-19,93.83,1.01,0.95
132,AFHI11,2024-03-14,2024-03-21,93.72,1.01,0.95
133,AFHI11,2024-02-16,2024-02-23,94.19,1.01,0.95
134,AFHI11,2024-01-15,2024-01-22,94.94,1.05,1.0
135,AFHI11,2023-12-14,2023-12-21,92.8,1.08,1.0
136,AFHI11,2023-11-16,2023-11-23,92.05,1.11,1.02
137,AFHI11,2023-10-16,2023-10-23,93.76,1.12,1.05
138,AFHI11,2023-09-15,2023-09-22,93.54,1.12,1.05
139,AFHI11,2023-08-14,2023-08-21,93.2,1.13,1.05
140,AFHI11,2023-07-14,2023-07-21,94.04,1.17,1.1
141,AFHI11,2023-06-15,2023-06-22,93.29,1.18,1.1
142,AFHI11,2023-05-15,2023-05-22,90.81,1.21,1.1
143,AFHI11,2023-04-17,2023-04-25,88.97,1.24,1.1
144,AFHI11,2023-03-14,2023-03-21,90.05,1.18,1.06
145,AFHI11,2023-02-14,2023-02-23,89.54,1.17,1.05
146,AFHI11,2023-01-13,2023-01-20,92.31,1.08,1.0
147,AFHI11,2022-12-14,2022-12-21,90.17,1.06,0.96
148,AFHI11,2022-11-16,2022-11-23,91.4,1.04,0.95
149,AFHI11,2022-10-17,2022-10-24,92.76,1.08,1.0
150,AFHI11,2022-09-15,2022-09-22,95.52,1.2,1.15
151,AFHI11,2022-08-12,2022-08-19,95.55,1.36,1.3
152,AFHI11,2022-07-14,2022-07-21,95.04,1.47,1.4
153,AFHI11,2022-06-14,2022-06-22,97.55,1.44,1.4
154,AFHI11,2022-05-13,2022-05-20,95.85,1.41,1.35
155,AFHI11,2022-04-14,2022-04-25,98.22,1.37,1.35
156,AFHI11,2022-03-15,2022-03-22,97.28,1.34,1.3
157,AFHI11,2022-02-14,2022-02-21,97.37,1.34,1.3
158,AFHI11,2022-01-14,2022-01-21,96.35,1.35,1.3
159,AFHI11,2021-12-14,2021-12-21,93.52,1.34,1.25
160,AFHI11,2021-11-16,2021-11-23,93.56,1.28,1.2
161,AFHI11,2021-10-15,2021-10-22,91.05,1.15,1.05
162,AFHI11,2021-09-15,2021-09-22,90.47,1.11,1.0
163,AFHI11,2021-08-13,2021-08-20,91.24,0.99,0.9
164,AFHI11,2021-07-15,2021-07-22,88.58,1.02,0.9
165,AFHI11,2021-06-15,2021-06-22,91.22,0.66,0.6
166,AFHI11,2021-05-14,2021-05-21,88.38,0.57,0.5
167,AGRX11,2024-10-07,2024-10-14,9.3,0.97,0.09
168,AGRX11,2024-09-06,2024-09-13,9.97,1.3,0.13
169,AGRX11,2024-08-07,2024-08-14,9.47,1.37,0.13
170,AGRX11,2024-07-05,2024-07-12,9.29,1.4,0.13
171,AGRX11,2024-06-07,2024-06-14,9.2,1.41,0.13
172,AGRX11,2024-05-08,2024-05-15,9.05,1.44,0.13
173,AGRX11,2024-04-05,2024-04-12,9.8,1.12,0.11
174,AGRX11,2024-03-07,2024-03-14,10.05,1.19,0.12
175,AGRX11,2024-02-07,2024-02-16,10.07,1.39,0.14
176,AGRX11,2024-01-09,2024-01-15,10.31,1.45,0.15
177,AGRX11,2023-12-07,2023-12-14,10.31,1.45,0.15
178,AGRX11,2023-11-08,2023-11-16,10.13,1.48,0.15
179,AGRX11,2023-10-06,2023-10-16,10.05,1.49,0.15
180,AGRX11,2023-09-08,2023-09-15,10.19,1.37,0.14
181,AGRX11,2023-08-07,2023-08-14,10.45,1.15,0.12
182,AGRX11,2023-07-07,2023-07-14,10.72,1.59,0.17
183,AGRX11,2023-06-07,2023-06-15,10.45,1.72,0.18
184,AGRX11,2023-05-08,2023-05-15,10.23,1.76,0.18
185,AGRX11,2023-04-10,2023-04-17,10.23,1.56,0.16
186,AGRX11,2023-03-07,2023-03-14,10.05,1.79,0.18
187,AGRX11,2023-02-07,2023-02-14,9.63,1.66,0.16
188,AGRX11,2023-01-06,2023-01-13,9.63,1.04,0.1
189,AGRX11,2022-12-07,2022-12-14,9.82,1.02,0.1
190,AGRX11,2022-11-08,2022-11-16,9.64,1.04,0.1
191,AGRX11,2022-10-07,2022-10-17,9.77,1.13,0.11
192,AGRX11,2022-08-31,2022-09-15,9.65,1.35,0.13
193,AIEC11,2024-10-31,2024-11-08,46.4,1.34,0.62
194,AIEC11,2024-09-30,2024-10-08,52.59,1.39,0.73
195,AIEC11,2024-08-30,2024-09-09,54.14,1.35,0.73
196,AIEC11,2024-07-31,2024-08-08,52.82,1.38,0.73
197,AIEC11,2024-06-28,2024-07-08,51.83,1.41,0.73
198,AIEC11,2024-05-31,2024-06-10,52.35,1.39,0.73
199,AIEC11,2024-04-30,2024-05-09,50.05,1.42,0.71
200,AIEC11,2024-03-28,2024-04-08,49.9,1.42,0.71
201,AIEC11,2024-02-29,2024-03-08,47.62,1.49,0.71
202,AIEC11,2024-01-31,2024-02-08,52.79,0.32,0.17
203,AIEC11,2024-01-02,2024-01-09,54.08,2.46,1.33
204,AIEC11,2023-11-30,2023-12-08,53.06,1.47,0.78
205,AIEC11,2023-10-31,2023-11-09,54.67,1.39,0.76
206,AIEC11,2023-09-29,2023-10-09,62.25,1.22,0.76
207,AIEC11,2023-08-31,2023-09-11,64.6,1.18,0.76
208,AIEC11,2023-07-31,2023-08-08,67.82,1.12,0.76
209,AIEC11,2023-06-30,2023-07-10,67.13,1.16,0.78
210,AIEC11,2023-05-31,2023-06-09,61.01,1.28,0.78
211,AIEC11,2023-04-28,2023-05-09,57.07,1.35,0.77
212,AIEC11,2023-03-31,2023-04-11,57.81,1.31,0.76
213,AIEC11,2023-02-28,2023-03-08,59.36,1.26,0.75
214,AIEC11,2023-01-31,2023-02-08,62.87,0.29,0.18
215,AIEC11,2022-12-29,2023-01-09,65.81,2.01,1.32
216,AIEC11,2022-11-30,2022-12-08,67.1,1.12,0.75
217,AIEC11,2022-10-31,2022-11-09,72.01,1.03,0.74
218,AIEC11,2022-09-30,2022-10-10,74.92,0.97,0.73
219,AIEC11,2022-08-31,2022-09-09,75.81,0.96,0.73
220,AIEC11,2022-07-29,2022-08-08,70.6,1.02,0.72
221,AIEC11,2022-06-30,2022-07-08,72.48,1.1,0.8
222,AIEC11,2022-05-31,2022-06-08,76.09,0.95,0.72
223,AIEC11,2022-04-29,2022-05-09,76.0,0.95,0.72
224,AIEC11,2022-03-31,2022-04-08,76.78,1.71,1.31
225,AIEC11,2022-02-25,2022-03-09,73.16,0.93,0.68
226,AIEC11,2022-01-31,2022-02-08,73.63,0.83,0.61
227,AIEC11,2021-12-30,2022-01-10,69.65,0.88,0.61
228,AIEC11,2021-11-30,2021-12-08,65.2,0.94,0.61
229,AIEC11,2021-10-29,2021-11-08,70.12,0.87,0.61
230,AIEC11,2021-09-30,2021-10-08,76.75,0.79,0.61
231,AIEC11,2021-08-31,2021-09-09,77.13,0.79,0.61
232,AIEC11,2021-07-31,2021-08-09,81.49,0.75,0.61
233,AIEC11,2021-07-30,2021-08-09,81.49,0.75,0.61
234,AIEC11,2021-06-30,2021-07-08,77.86,0.73,0.57
235,AIEC11,2021-05-31,2021-06-09,83.4,0.68,0.57
236,AIEC11,2021-04-30,2021-05-10,86.24,0.66,0.57
237,AIEC11,2021-03-31,2021-04-09,85.29,0.67,0.57
238,AIEC11,2021-02-26,2021-03-08,88.13,0.65,0.57
239,AIEC11,2021-01-29,2021-02-08,90.02,0.62,0.56
240,AIEC11,2020-12-30,2021-01-11,89.98,0.63,0.57
241,AIEC11,2020-11-30,2020-12-08,90.97,0.63,0.57
242,AIEC11,2020-10-30,2020-11-10,93.1,0.58,0.54
243,AJFI11,2024-10-07,2024-10-21,7.49,0.93,0.07
244,AJFI11,2024-09-06,2024-09-20,8.05,0.85,0.07
245,AJFI11,2024-08-07,2024-08-21,8.23,0.83,0.07
246,AJFI11,2024-07-05,2024-07-19,7.95,0.75,0.06
247,AJFI11,2024-06-07,2024-06-21,8.58,0.7,0.06
248,AJFI11,2024-05-08,2024-05-22,8.94,0.78,0.07
249,AJFI11,2024-04-05,2024-04-19,9.34,0.77,0.07
250,AJFI11,2024-03-07,2024-03-21,9.44,0.85,0.08
251,AJFI11,2024-02-07,2024-02-23,9.51,0.86,0.08
252,AJFI11,2024-01-08,2024-01-22,9.28,0.75,0.07
253,AJFI11,2023-12-07,2023-12-21,9.33,0.75,0.07
254,ALMI11,2024-10-31,2024-11-07,566.67,0.88,5.0
255,ALMI11,2024-09-30,2024-10-07,562.0,0.53,3.0
256,ALMI11,2024-06-28,2024-07-11,635.34,0.99,6.27
257,ALMI11,2017-03-31,2017-04-13,0.0,0.0,0.37
258,ALMI11,2017-02-24,2017-03-14,0.0,0.0,85.72
259,ALMI11,2017-01-31,2017-02-13,0.0,0.0,24.83
260,ALMI11,2016-12-29,2017-01-12,0.0,0.0,24.32
261,ALMI11,2016-11-30,2016-12-13,0.0,0.0,24.2
262,ALMI11,2016-10-31,2016-11-14,0.0,0.0,24.09
263,ALMI11,2016-09-30,2016-10-14,0.0,0.0,24.39
264,ALMI11,2016-08-31,2016-09-14,0.0,0.0,24.39
265,ALMI11,2016-07-29,2016-08-11,0.0,0.0,24.24
266,ALMI11,2016-06-30,2016-07-13,0.0,0.0,24.3
267,ALZC11,2024-10-15,2024-10-22,92.52,1.35,1.25
268,ALZC11,2024-09-16,2024-09-23,93.05,1.26,1.18
269,ALZC11,2024-08-15,2024-08-22,0.0,0.0,1.18
270,ALZC11,2024-07-15,2024-07-22,92.32,1.16,1.07
271,ALZC11,2024-06-17,2024-06-24,92.12,1.3,1.2
272,ALZC11,2024-05-16,2024-05-23,92.6,1.34,1.24
273,ALZC11,2024-04-15,2024-04-22,94.01,1.21,1.14
274,ALZM11,2024-10-14,2024-10-21,7.3,1.16,0.09
275,ALZM11,2024-09-13,2024-09-20,7.54,1.13,0.09
276,ALZM11,2024-08-14,2024-08-21,7.58,1.12,0.09
277,ALZM11,2024-07-12,2024-07-19,7.59,1.12,0.09
278,ALZM11,2024-06-14,2024-06-21,7.77,1.09,0.09
279,ALZM11,2024-05-15,2024-05-22,7.93,1.07,0.09
280,ALZM11,2024-04-12,2024-04-19,8.06,1.05,0.09
281,ALZM11,2024-03-14,2024-03-21,8.18,1.04,0.09
282,ALZM11,2024-02-16,2024-02-23,8.25,1.09,0.09
283,ALZM11,2024-01-15,2024-01-22,8.39,1.3,0.11
284,ALZM11,2023-12-14,2023-12-21,8.13,1.11,0.09
285,ALZM11,2023-11-16,2023-11-23,8.18,1.1,0.09
286,ALZM11,2023-10-16,2023-10-23,8.79,0.91,0.08
287,ALZM11,2023-09-15,2023-09-22,8.87,0.9,0.08
288,ALZM11,2023-08-14,2023-08-21,8.82,0.8,0.07
289,ALZM11,2023-07-14,2023-07-21,8.76,0.97,0.09
290,ALZM11,2023-06-15,2023-06-22,8.78,0.97,0.09
291,ALZM11,2023-05-15,2023-05-22,8.82,0.96,0.09
292,ALZM11,2023-04-17,2023-04-25,7.83,1.09,0.09
293,ALZM11,2023-03-14,2023-03-21,8.04,1.06,0.09
294,ALZM11,2023-02-14,2023-02-23,7.55,1.15,0.09
295,ALZM11,2023-01-13,2023-01-20,8.15,1.29,0.11
296,ALZM11,2022-12-14,2022-12-21,8.07,1.3,0.11
297,ALZM11,2022-11-16,2022-11-23,8.76,1.26,0.11
298,ALZM11,2022-10-17,2022-10-24,8.85,1.22,0.11
299,ALZM11,2022-10-17,2022-10-24,94.0,1.15,1.08
300,ALZM11,2022-09-15,2022-09-22,8.64,1.25,0.11
301,ALZM11,2022-09-15,2022-09-22,91.56,1.18,1.08
302,ALZM11,2022-08-12,2022-08-19,87.48,1.21,1.06
303,ALZM11,2022-08-12,2022-08-19,87.48,0.12,0.11
304,ALZM11,2022-07-14,2022-07-21,88.3,0.12,0.11
305,ALZM11,2022-07-14,2022-07-21,88.3,1.19,1.05
306,ALZM11,2022-06-14,2022-06-22,90.89,1.19,1.08
307,ALZM11,2022-06-14,2022-06-22,90.89,0.12,0.11
308,ALZM11,2022-05-13,2022-05-20,89.0,0.13,0.11
309,ALZM11,2022-05-13,2022-05-20,89.0,1.28,1.14
310,ALZM11,2022-04-14,2022-04-25,94.01,0.11,0.1
311,ALZM11,2022-04-14,2022-04-25,94.01,1.07,1.01
312,ALZM11,2022-03-15,2022-03-22,93.15,1.07,1.0
313,ALZM11,2022-03-15,2022-03-22,93.15,0.11,0.1
314,ALZM11,2022-02-14,2022-02-21,90.0,1.07,0.96
315,ALZM11,2022-02-14,2022-02-21,90.0,0.11,0.1
316,ALZM11,2022-01-14,2022-01-21,86.0,0.98,0.84
317,ALZM11,2022-01-14,2022-01-21,86.0,0.1,0.08
318,ALZM11,2021-12-14,2021-12-21,82.44,1.02,0.84
319,ALZM11,2021-12-14,2021-12-21,82.44,0.1,0.08
320,ALZM11,2021-11-16,2021-11-23,79.53,1.06,0.84
321,ALZM11,2021-11-16,2021-11-23,79.53,0.11,0.08
322,ALZM11,2021-10-15,2021-10-22,79.97,1.05,0.84
323,ALZM11,2021-10-15,2021-10-22,79.97,0.1,0.08
324,ALZM11,2021-09-15,2021-09-22,91.45,0.07,0.07
325,ALZM11,2021-09-15,2021-09-22,91.45,0.73,0.67
326,ALZM11,2021-08-13,2021-08-20,95.0,0.63,0.6
327,ALZM11,2021-08-13,2021-08-20,95.0,0.06,0.06
328,ALZM11,2021-07-14,2021-07-21,106.75,0.33,0.35
329,ALZM11,2021-07-14,2021-07-21,106.75,3.32,3.54
330,ALZR11,2024-10-18,2024-10-25,103.52,0.71,0.73
331,ALZR11,2024-09-18,2024-09-25,105.67,0.71,0.75
332,ALZR11,2024-08-16,2024-08-23,105.94,0.72,0.76
333,ALZR11,2024-07-18,2024-07-25,106.42,0.67,0.71
334,ALZR11,2024-06-18,2024-06-25,105.55,0.69,0.73
335,ALZR11,2024-05-17,2024-05-24,107.52,0.68,0.73
336,ALZR11,2024-04-18,2024-04-25,111.04,0.69,0.77
337,ALZR11,2024-03-18,2024-03-25,112.35,0.71,0.8
338,ALZR11,2024-02-16,2024-02-23,112.69,0.71,0.8
339,ALZR11,2024-01-18,2024-01-25,113.4,0.7,0.8
340,ALZR11,2023-12-15,2023-12-22,111.69,0.74,0.83
341,ALZR11,2023-11-17,2023-11-24,109.12,0.76,0.83
342,ALZR11,2023-10-18,2023-10-25,109.85,0.75,0.83
343,ALZR11,2023-09-18,2023-09-25,110.93,0.74,0.83
344,ALZR11,2023-08-18,2023-08-25,110.78,0.74,0.83
345,ALZR11,2023-07-18,2023-07-25,112.06,0.74,0.83
346,ALZR11,2023-06-16,2023-06-23,108.93,0.75,0.82
347,ALZR11,2023-05-18,2023-05-25,106.94,0.76,0.82
348,ALZR11,2023-04-17,2023-04-25,108.27,0.75,0.82
349,ALZR11,2023-03-17,2023-03-24,108.08,0.75,0.82
350,ALZR11,2023-02-15,2023-02-24,105.68,0.76,0.81
351,ALZR11,2023-01-18,2023-01-25,108.55,0.72,0.78
352,ALZR11,2022-12-16,2022-12-23,104.65,0.69,0.73
353,ALZR11,2022-11-18,2022-11-25,109.66,0.71,0.78
354,ALZR11,2022-10-18,2022-10-25,112.99,0.7,0.8
355,ALZR11,2022-09-16,2022-09-23,113.33,4.99,5.65
356,ALZR11,2022-08-18,2022-08-25,111.44,0.7,0.78
357,ALZR11,2022-07-18,2022-07-25,107.85,0.73,0.78
358,ALZR11,2022-06-17,2022-06-24,109.88,0.71,0.78
359,ALZR11,2022-05-18,2022-05-25,110.68,0.7,0.78
360,ALZR11,2022-04-14,2022-04-25,109.9,0.7,0.77
361,ALZR11,2022-03-18,2022-03-25,104.8,0.73,0.76
362,ALZR11,2022-02-18,2022-02-25,110.78,0.65,0.73
363,ALZR11,2022-01-18,2022-01-25,108.92,0.69,0.75
364,ALZR11,2021-12-16,2021-12-23,104.6,0.62,0.65
365,ALZR11,2021-11-18,2021-11-25,97.97,0.65,0.64
366,ALZR11,2021-10-18,2021-10-25,110.6,0.56,0.62
367,ALZR11,2021-09-17,2021-09-24,110.35,0.61,0.67
368,ALZR11,2021-08-18,2021-08-25,110.18,0.65,0.72
369,ALZR11,2021-07-16,2021-07-23,120.36,0.52,0.62
370,ALZR11,2021-06-18,2021-06-25,113.89,0.59,0.67
371,ALZR11,2021-05-18,2021-05-25,120.15,0.56,0.68
372,ALZR11,2021-04-15,2021-04-23,123.93,0.49,0.61
373,ALZR11,2021-03-18,2021-03-25,118.44,0.5,0.59
374,ALZR11,2021-02-18,2021-02-25,124.64,0.4,0.49
375,ALZR11,2021-01-15,2021-01-22,121.01,0.32,0.39
376,ALZR11,2020-12-16,2020-12-23,117.11,0.32,0.38
377,ALZR11,2020-11-18,2020-11-25,121.88,0.3,0.37
378,ALZR11,2020-10-16,2020-10-23,128.12,0.28,0.36
379,ALZR11,2020-09-18,2020-09-25,131.77,0.43,0.57
380,ALZR11,2020-08-18,2020-08-25,122.05,0.48,0.59
381,ALZR11,2020-07-17,2020-07-24,118.06,0.52,0.62
382,ALZR11,2020-06-18,2020-06-25,127.2,0.47,0.6
383,ALZR11,2020-05-18,2020-05-25,101.51,0.59,0.6
384,ALZR11,2020-04-16,2020-04-24,106.24,0.55,0.59
385,ALZR11,2020-03-18,2020-03-25,83.71,0.7,0.59
386,ALZR11,2020-02-14,2020-02-21,123.4,0.48,0.59
387,ALZR11,2020-01-17,2020-01-24,131.08,0.43,0.57
388,ALZR11,2019-12-16,2019-12-23,120.17,0.47,0.56
389,ALZR11,2019-11-14,2019-11-25,108.23,0.51,0.55
390,ALZR11,2019-10-18,2019-10-25,0.0,0.0,0.47
391,ALZR11,2019-09-18,2019-09-25,0.0,0.0,0.48
392,ALZR11,2019-08-16,2019-08-23,0.0,0.0,0.47
393,ALZR11,2019-07-18,2019-07-25,0.0,0.0,0.44
394,ALZR11,2019-06-17,2019-06-25,0.0,0.0,0.66
395,ALZR11,2019-05-17,2019-05-24,0.0,0.0,0.66
396,ALZR11,2019-04-17,2019-04-25,0.0,0.0,0.66
397,ALZR11,2019-03-18,2019-03-25,0.0,0.0,0.66
398,ALZR11,2019-02-18,2019-02-25,0.0,0.0,0.66
399,ALZR11,2019-01-17,2019-01-24,0.0,0.0,0.66
400,ALZR11,2018-12-14,2018-12-21,0.0,0.0,0.65
401,ALZR11,2018-11-14,2018-11-23,0.0,0.0,0.65
402,ALZR11,2018-10-18,2018-10-25,0.0,0.0,0.65
403,ALZR11,2018-09-18,2018-09-25,0.0,0.0,0.64
404,ALZR11,2018-08-17,2018-08-24,0.0,0.0,0.64
405,ALZR11,2018-07-18,2018-07-25,0.0,0.0,0.64
406,ALZR11,2018-06-18,2018-06-25,0.0,0.0,0.64
407,ALZR11,2018-05-18,2018-05-25,0.0,0.0,0.64
408,ALZR11,2018-04-18,2018-04-25,0.0,0.0,0.52
